#rules,./mvip_data/w8_g_v100_zipf1_out_heu.csv,./mvip_data/w8_g_v100_zipf300_out_heu.csv,./mvip_data/w8_g_v100_zipf1k_out_heu.csv,./mvip_data/w8_g_v100_zipf100k_out_heu.csv,./mvip_data/w8_g_v300_zipf1_out_heu.csv,./mvip_data/w8_g_v300_zipf300_out_heu.csv,./mvip_data/w8_g_v300_zipf1k_out_heu.csv,./mvip_data/w8_g_v300_zipf100k_out_heu.csv,./mvip_data/w8_g_v500_zipf1_out_heu.csv,./mvip_data/w8_g_v500_zipf300_out_heu.csv,./mvip_data/w8_g_v500_zipf1k_out_heu.csv,./mvip_data/w8_g_v500_zipf100k_out_heu.csv,./mvip_data/w8_b_v100_zipf1_out_heu.csv,./mvip_data/w8_b_v100_zipf300_out_heu.csv,./mvip_data/w8_b_v100_zipf1k_out_heu.csv,./mvip_data/w8_b_v100_zipf100k_out_heu.csv,./mvip_data/w8_b_v300_zipf1_out_heu.csv,./mvip_data/w8_b_v300_zipf300_out_heu.csv,./mvip_data/w8_b_v300_zipf1k_out_heu.csv,./mvip_data/w8_b_v300_zipf100k_out_heu.csv,./mvip_data/w8_b_v500_zipf1_out_heu.csv,./mvip_data/w8_b_v500_zipf300_out_heu.csv,./mvip_data/w8_b_v500_zipf1k_out_heu.csv,./mvip_data/w8_b_v500_zipf100k_out_heu.csv,./mvip_data/w8_a_v100_zipf1_out_heu.csv,./mvip_data/w8_a_v100_zipf300_out_heu.csv,./mvip_data/w8_a_v100_zipf1k_out_heu.csv,./mvip_data/w8_a_v100_zipf100k_out_heu.csv,./mvip_data/w8_a_v300_zipf1_out_heu.csv,./mvip_data/w8_a_v300_zipf300_out_heu.csv,./mvip_data/w8_a_v300_zipf1k_out_heu.csv,./mvip_data/w8_a_v300_zipf100k_out_heu.csv,./mvip_data/w8_a_v500_zipf1_out_heu.csv,./mvip_data/w8_a_v500_zipf300_out_heu.csv,./mvip_data/w8_a_v500_zipf1k_out_heu.csv,./mvip_data/w8_a_v500_zipf100k_out_heu.csv
150,0.647589061932,0.376015451079,0.285392728573,0.0731114935193,0.722753276808,0.443935414881,0.330769911119,0.0756776559309,0.738240454092,0.468087342611,0.346322496944,0.0761830327687,0.6590619671,0.369967270875,0.280356626776,0.067477511189,0.73348565716,0.440961650614,0.327328736358,0.0701126721618,0.749982268933,0.466250825985,0.343445369969,0.0706315546234,0.386144830507,0.218243198456,0.15807053101,0.0300776745868,0.476792026601,0.274306848736,0.19421987601,0.0319826530637,0.491982512595,0.293209361588,0.206125527507,0.032348314134
200,0.552195203675,0.278678601897,0.200121244342,0.0363304159511,0.685563907963,0.363567756718,0.253559522775,0.039033099211,0.714590252284,0.393755514573,0.271874452575,0.0395653278758,0.558171343699,0.280055023789,0.199813730728,0.0365762995745,0.693929568775,0.366724228721,0.254399921546,0.0393261570135,0.725162260078,0.397588836769,0.273125717946,0.0398675987378,0.276023737877,0.142426655541,0.0990349918002,0.0138591603855,0.422226829685,0.211707760566,0.140765231123,0.015824337352,0.454445546006,0.23531163552,0.154583321082,0.016201838661
250,0.465626894228,0.222221140964,0.154257657192,0.0246200989474,0.650757065057,0.316952790658,0.212031626238,0.0273662475573,0.692228054228,0.350641459488,0.23183229309,0.0279070252758,0.463995655495,0.226108466071,0.157833973655,0.0245102480599,0.656416411507,0.322182428301,0.216388699208,0.0273048912338,0.701540028066,0.356392246935,0.236474417158,0.0278551417138,0.191341087148,0.097754687766,0.0664137161267,0.00833495375014,0.378779221759,0.174778196136,0.111227790961,0.010320634993,0.422294772352,0.201155582009,0.126102637291,0.0107021692192
300,0.385777627484,0.182351580978,0.124456502122,0.0174839163726,0.61752388348,0.284033878704,0.185047708029,0.0202565524528,0.670835080175,0.320194847524,0.205813774298,0.0208025399028,0.377198281378,0.185158119016,0.127182942497,0.0180141533116,0.621135556502,0.288371147975,0.188635247509,0.0208329081328,0.678644653675,0.325120285895,0.209713896356,0.0213879010517,0.137503302325,0.0691491298409,0.0459403360442,0.00565876818566,0.34058908556,0.15027455505,0.0925767346576,0.00765438266447,0.394079380184,0.17849223114,0.108118856909,0.00803787062551
350,0.315261191909,0.15192704572,0.102621069647,0.0136878363375,0.585588198168,0.258913395866,0.165276476928,0.0164745623819,0.650148617057,0.2969609814,0.186749895436,0.0170233211397,0.298534160748,0.153361809541,0.103671761521,0.0142436849816,0.587275105153,0.262118038775,0.16734668393,0.0170764347036,0.656472810728,0.300838856735,0.189186970382,0.0176341802326,0.0988412408654,0.0475237737837,0.0321476886185,0.00406065482732,0.305183710767,0.130552522934,0.0793849499015,0.0060622010462,0.369035134824,0.160251377377,0.0953990325709,0.00644685570127
400,0.255627362378,0.126695734231,0.0852299471939,0.0110835202158,0.554701156219,0.238080777657,0.149529415287,0.0138799127374,0.630058300569,0.277692949585,0.171566213955,0.014430572762,0.249398604727,0.12683704424,0.086177817799,0.0115818870586,0.554216989489,0.240149367233,0.151506521177,0.0144245166138,0.63519890781,0.280520092289,0.173913518652,0.0149842053739,0.0697716606902,0.0336529797889,0.0224740595516,0.00307091005179,0.27244545589,0.11447555132,0.0689069516571,0.005069738261,0.345532649276,0.145381830141,0.0852959040292,0.00545512015748
450,0.20614193919,0.104039537317,0.0706439512697,0.00919339302351,0.524846702487,0.219252569029,0.136322298983,0.011996801157,0.610468842515,0.260278790732,0.158831606582,0.0125488410589,0.210350516826,0.106045087795,0.0723817902817,0.00966586061226,0.52197207206,0.222614113974,0.138982166471,0.01251560191,0.614596398488,0.264301784333,0.161837245823,0.013076689455,0.0511269986513,0.0240891110693,0.0163018349128,0.00239290135372,0.242415963305,0.100961549775,0.0605399064742,0.00435816099314,0.323197195975,0.132882766936,0.0772282053118,0.00474406430812
500,0.166588299883,0.0856378384768,0.057626112932,0.00780047959735,0.495988592003,0.203616287995,0.124490418893,0.0106090578274,0.591338970542,0.245816837012,0.147423033814,0.0111621146182,0.178457940465,0.0885202655868,0.060947808837,0.00820701055683,0.490646752691,0.207607056783,0.128396249848,0.0110621666891,0.594384111639,0.25042179803,0.151630059882,0.0116243192596,0.0364414621644,0.0177318168858,0.0120610881527,0.00189693870989,0.214385635844,0.0896053417221,0.0534141898946,0.00380348953335,0.301826500669,0.12230643868,0.0703574243786,0.00418979929183
550,0.135220552591,0.0694783091614,0.0474605021531,0.00657739278652,0.467968667398,0.189705795465,0.115018554558,0.00939051076531,0.572620664447,0.232951060375,0.138290042886,0.00994446046397,0.150478472003,0.074888962043,0.0506393184346,0.00717769482051,0.460423117092,0.193635701284,0.118736348819,0.0100366714786,0.574485046966,0.2374997294,0.14231575962,0.0105995754955,0.025633723163,0.0126182832782,0.00868049122503,0.00156858135352,0.188501606813,0.0798318249984,0.0474823529708,0.00336730507393,0.281267801347,0.113123445182,0.0646326711091,0.00375393445286
600,0.10661372088,0.0558403608143,0.0387988367776,0.00553984425823,0.440770787946,0.177224408406,0.106782108756,0.00835681332064,0.554212251076,0.221407059496,0.130348271116,0.00891152047599,0.127352106201,0.0632763127647,0.0427578390393,0.00632711377961,0.4311061774,0.181553145591,0.11048470888,0.00918924755146,0.554872908979,0.226324606564,0.134359337311,0.00975277253047,0.018430053855,0.00910513465135,0.00620720152908,0.00135041339822,0.167016938482,0.0711371719648,0.0422906318903,0.00301088879072,0.261543136793,0.104927736006,0.0595781929927,0.00339777933882
