#rules,mvip_data/w8_g_v10k_zipf1_out_ecmp_heu.csv,mvip_data/w8_g_v10k_zipf300_out_ecmp_heu.csv,mvip_data/w8_g_v10k_zipf1k_out_ecmp_heu.csv,mvip_data/w8_b_v10k_zipf1_out_ecmp_heu.csv,mvip_data/w8_b_v10k_zipf300_out_ecmp_heu.csv,mvip_data/w8_b_v10k_zipf1k_out_ecmp_heu.csv,mvip_data/w8_a_v10k_zipf1_out_ecmp_heu.csv,mvip_data/w8_a_v10k_zipf300_out_ecmp_heu.csv,mvip_data/w8_a_v10k_zipf1k_out_ecmp_heu.csv
70,0.0934855120313,0.0642889629407,0.0443870234219,0.271661811856,0.195983762606,0.136878738667,0.527628029183,0.365140657074,0.247624116697
100,0.0932980120313,0.0607819676766,0.0401857839084,0.271354679885,0.184477184426,0.123595816436,0.527253029183,0.34573312166,0.221686456521
150,0.0929855120313,0.0568610988984,0.0355870326546,0.270855802569,0.172967267857,0.110024748165,0.526628029183,0.322838367773,0.197533039002
200,0.0926730120313,0.0542879518861,0.0328861041888,0.270367205568,0.165091113833,0.101773455247,0.526003029183,0.307416195548,0.181847985582
250,0.0923605120313,0.052093512851,0.0309204528499,0.269885804737,0.159160336841,0.0957033186184,0.525378029183,0.295638400706,0.170495959622
300,0.0920480120313,0.0504484362405,0.0293851417821,0.269411452413,0.154411546801,0.0911729658149,0.524753029183,0.286311715501,0.161476995172
350,0.0917355120313,0.0490237706978,0.0280895903613,0.26894324612,0.150356394285,0.0874280293877,0.524128029183,0.27813498423,0.154193601357
400,0.0914230120313,0.0478198107429,0.0270607615537,0.268479938015,0.146942968556,0.0841478752656,0.523503029183,0.270988445298,0.147437320971
450,0.091111607402,0.0467523757528,0.0261899468514,0.268021093058,0.143882766009,0.081324054112,0.522878029183,0.264882185431,0.142065075601
500,0.0908039755258,0.0457881824475,0.0253511317268,0.267565598581,0.141131021248,0.0780250484722,0.522253029183,0.258880409732,0.137476589786
550,0.0905005138016,0.0449519899158,0.024654697863,0.267113684186,0.138598987908,0.0758732532306,0.521628029183,0.253879022101,0.133352882863
600,0.0902013308431,0.0440922118519,0.0239587271312,0.266665132962,0.13620425227,0.0737136858118,0.521003029183,0.249337901741,0.129671046649
650,0.0899064070372,0.0433358593938,0.0233585085457,0.266219518907,0.134010700848,0.0719479776956,0.520378029183,0.245111642009,0.126348635026
700,0.089615008374,0.042668377396,0.0228516701877,0.265775456978,0.132079506826,0.0703763412153,0.519753029183,0.241201966719,0.123243413269
750,0.0893268862827,0.042046484226,0.0221752163271,0.265336495972,0.130240649345,0.0684717495649,0.519128029183,0.237569076579,0.120517715284
800,0.0890429004142,0.0414482260134,0.0217124524938,0.264900436994,0.127756684239,0.0670568495765,0.518503029183,0.234168145623,0.11799937362
850,0.088761785348,0.0408776112017,0.0213026948686,0.264467213428,0.125909556333,0.0657856192168,0.517878029183,0.230982054297,0.115647874461
900,0.0884835845563,0.0403419258285,0.0209195918764,0.26403643609,0.124371622172,0.0645740932021,0.517253029183,0.227840112264,0.113348925656
950,0.0882079591844,0.0398277808969,0.020553345853,0.263608234413,0.122875871931,0.0633216132378,0.516628029183,0.224992181101,0.111257465196
1000,0.0879357181686,0.0393285552538,0.0201934221242,0.263181848281,0.121452885076,0.0622381228942,0.516003029183,0.22225750048,0.109252639748
1050,0.087666691323,0.0388537327859,0.0198479492829,0.262756362308,0.120144283179,0.061256320541,0.515378029183,0.219604557559,0.107426563474
1100,0.0874005251253,0.0384309920103,0.019546663924,0.26233427321,0.118570301461,0.060182953097,0.514753029183,0.21705849461,0.10570357911
1150,0.0871374056978,0.0380294243907,0.0192651661989,0.261914785856,0.117411242764,0.0592909596512,0.514128029183,0.214675663322,0.10406391648
1200,0.0868767128022,0.0374541697766,0.018996143972,0.261497600994,0.116238214379,0.058442104515,0.513503029183,0.212395799502,0.102363443943
1250,0.0866182152453,0.0370752646178,0.0187442921504,0.261082388101,0.11494636804,0.0575449705279,0.512878029183,0.210222402343,0.10086155868
1300,0.0863617166749,0.0367141920068,0.0185050840944,0.260669194499,0.113920993841,0.0567636779584,0.512253029183,0.208132654739,0.0994541446829
1350,0.0861079605036,0.0363610924788,0.0182729992251,0.260257465487,0.112923902127,0.0560008020106,0.511628029183,0.20605262972,0.0981178307813
1400,0.0858565338941,0.0360143777349,0.0180563585973,0.259847865573,0.111991533774,0.0551473508504,0.511003029183,0.204099026622,0.0967720644288
1450,0.085607169044,0.035689543158,0.0178400993617,0.259440030856,0.11106517404,0.05451273031,0.510378029183,0.202249700793,0.0954362754356
1500,0.0853598949842,0.0353677198483,0.0176350711318,0.259033932782,0.110170967141,0.0538847403837,0.509753029183,0.200392922154,0.0942806692751
1550,0.0851147002317,0.0350626130039,0.0174133820866,0.258630050932,0.109162653211,0.0533054860914,0.509128029183,0.198685979539,0.0931529674973
1600,0.0848714307168,0.0347491596542,0.0172214898061,0.258228202067,0.108260541143,0.0527065729607,0.508503029183,0.197024008672,0.0920716867191
1650,0.0846308450139,0.0344640732732,0.0170343985869,0.257828042228,0.107462571692,0.0521721770752,0.507878029183,0.195405136325,0.091042618901
1700,0.0843922150453,0.0341876275142,0.0168586437682,0.257429496558,0.106694598396,0.0516494425191,0.507253029183,0.193830781117,0.0900486991518
1750,0.0841555616364,0.0339173301739,0.0166919019405,0.257032499717,0.10580894012,0.0511221233949,0.506628029183,0.192296116932,0.0890156579675
1800,0.0839210228158,0.0336588634018,0.0165311725687,0.256636542165,0.105039376585,0.0506275255163,0.506003029183,0.190723870785,0.0880547279158
1850,0.0836881308928,0.0334023134707,0.0163726902903,0.256242763932,0.104330585358,0.0501506371038,0.505378029183,0.18927265014,0.0871456004133
1900,0.0834574469588,0.0331410699625,0.0162230778861,0.255850437231,0.103632676644,0.0496199897207,0.504753029183,0.187725207866,0.0862645736801
1950,0.0832267246876,0.0329016796641,0.0160776134453,0.255460295988,0.102961773958,0.0491761454867,0.504128029183,0.186354151814,0.0854125205077
2000,0.0829995051164,0.0326449464798,0.0159306226654,0.255071922629,0.102275888954,0.0487569088961,0.503503029183,0.185018666312,0.084584112528
