ecmp,,,,,,,,,,,,ECMP_Imb,ECMP_Util,,
5/17/15 12:26,4,0.392932435,0.159733117,0.238790603,0.208543845,0.142932435,0.090266883,0.011209397,0.041456155,0.142932435,0.636241699,0.043387814,0.318365853,0,0
5/17/15 12:26,4,0.367909722,0.119246186,0.065906501,0.446937592,0.117909722,0.130753814,0.184093499,0.196937592,0.314847313,0.559362212,0.052719694,0.319484167,0.0078125,1
5/17/15 12:27,4,0.389370247,0.14978244,0.072310632,0.388536681,0.139370247,0.10021756,0.177689368,0.138536681,0.277906928,0.642062412,0.057536337,0.342458295,0.015625,2
5/17/15 12:27,4,0.324167284,0.267169164,0.09472578,0.313937771,0.074167284,0.017169164,0.15527422,0.063937771,0.15527422,0.771206757,0.058739128,0.343167729,0.0234375,3
5/17/15 12:28,4,0.161660676,0.055271959,0.080063955,0.70300341,0.088339324,0.194728041,0.169936045,0.45300341,0.45300341,0.355617052,0.061304511,0.346222759,0.03125,4
5/17/15 12:28,4,0.351192826,0.321862259,0.184884382,0.142060533,0.101192826,0.071862259,0.065115618,0.107939467,0.173055085,0.711859643,0.068656326,0.355617052,0.0390625,5
5/17/15 12:29,4,0.28906258,0.100285131,0.083175791,0.527476498,0.03906258,0.149714869,0.166824209,0.277476498,0.316539078,0.473954766,0.069796615,0.357505809,0.046875,6
5/17/15 12:29,4,0.128876308,0.112738751,0.086570155,0.671814787,0.121123692,0.137261249,0.163429845,0.421814787,0.421814787,0.372126373,0.077632869,0.358457785,0.0546875,7
5/17/15 12:30,4,0.160109435,0.134298109,0.173159934,0.532432523,0.089890565,0.115701891,0.076840066,0.282432523,0.282432523,0.469543068,0.078626596,0.35910266,0.0625,8
5/17/15 12:30,4,0.291013732,0.224344643,0.113356353,0.371285272,0.041013732,0.025655357,0.136643647,0.121285272,0.162299004,0.673336701,0.095668132,0.361245211,0.0703125,9
5/17/15 12:31,4,0.394745481,0.209598604,0.114694584,0.280961331,0.144745481,0.040401396,0.135305416,0.030961331,0.175706812,0.633319473,0.09606992,0.365284883,0.078125,10
5/17/15 12:31,4,0.504779223,0.079877741,0.099121267,0.316221769,0.254779223,0.170122259,0.150878733,0.066221769,0.321000992,0.495266026,0.099805185,0.368184547,0.0859375,11
5/17/15 12:32,4,0.193911223,0.114470462,0.094304125,0.597314191,0.056088777,0.135529538,0.155695875,0.347314191,0.347314191,0.418540199,0.102828625,0.372126373,0.09375,12
5/17/15 12:32,4,0.253932594,0.187981647,0.118694333,0.439391426,0.003932594,0.062018353,0.131305667,0.189391426,0.19332402,0.568968772,0.103042427,0.379267992,0.1015625,13
5/17/15 12:33,4,0.356168178,0.096577713,0.221528749,0.325725361,0.106168178,0.153422287,0.028471251,0.075725361,0.181893539,0.7019156,0.111131668,0.38870302,0.109375,14
5/17/15 12:33,4,0.489750602,0.197175877,0.149685689,0.163387832,0.239750602,0.052824123,0.100314311,0.086612168,0.239750602,0.510463896,0.115767588,0.412698124,0.1171875,15
5/17/15 12:34,4,0.369431941,0.227102452,0.140646616,0.262818991,0.119431941,0.022897548,0.109353384,0.012818991,0.132250932,0.676714631,0.116893571,0.413169442,0.125,16
5/17/15 12:34,4,0.166723993,0.093891461,0.043204795,0.696179751,0.083276007,0.156108539,0.206795205,0.446179751,0.446179751,0.35910266,0.121008087,0.418540199,0.1328125,17
5/17/15 12:35,4,0.421799905,0.194104196,0.080853413,0.303242485,0.171799905,0.055895804,0.169146587,0.053242485,0.22504239,0.592698094,0.127664366,0.42402592,0.140625,18
5/17/15 12:35,4,0.532464265,0.06196512,0.11778516,0.287785455,0.282464265,0.18803488,0.13221484,0.037785455,0.32024972,0.469515077,0.132250932,0.42927241,0.1484375,19
5/17/15 12:36,4,0.51666257,0.046064222,0.127029487,0.310243721,0.26666257,0.203935778,0.122970513,0.060243721,0.32690629,0.483874805,0.141283864,0.429759535,0.15625,20
